uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
458,0.0,0.564,0.436,0.9642,Positive,B000G6RYNE,AKKQKYX8ODUAF,"Jordan B. Sanders ""Vortigern Trygil""",0,0,5,1258070400,The Supreme Salt & Vinegar,"These are hands-down the absolute best Salt & Vinegar chips you can buy.  They have a great, strong flavor that has left me addicted.  These are certainly my favorite chips.  I highly recommend trying them!",handsdown absolute best salt vinegar chips buy great strong flavor left addicted certainly favorite chips highly recommend trying
459,0.045,0.717,0.239,0.8455,Positive,B000G6RYNE,A3RB0YBBYGXBYE,"Matt C. ""Mattman""",0,0,5,1256083200,Delicious as always!,"Oh, I love these chips! And they're so hard to find where I am, and when I do find them, they're usually $1-2 more per bag for less. Great that these are so cheap here at Amazon.",oh love chips theyre hard find find theyre usually 12 per bag less great cheap amazon
460,0.066,0.743,0.19,0.9481,Positive,B000G6RYNE,A3492ZW10B65ON,"P. Young ""Sugahplumm""",0,0,5,1250640000,OooH Yummy!,"I LOVE these chips!  It is a little weird to review potato chips.  But these chips are great. The crunch is just right, plus they have just the right amount of salt. Not to salty not too bland. They are a little oily but that's ok. The best thing is the 2 oz package. When I buy a larger bag it's harder to resist eating them all.  This 2 oz package allows for a little ""portion control"". Be sure to use your scissors to open, 'cause these chips are packaged for freshness and don't open easily. Enjoy!",love chips little weird review potato chips chips great crunch right plus right amount salt salty bland little oily thats ok best thing 2 oz package buy larger bag harder resist eating 2 oz package allows little portion control sure use scissors open cause chips packaged freshness dont open easily enjoy
461,0.08,0.821,0.099,0.4883,Positive,B000G6RYNE,A2ZEFDVX4X5TPX,"Thomas A. Roberts ""tomrgalvtx""",0,0,4,1249430400,Not quite the best...,"In the past couple years I have eaten and reviewed several kinds and styles of chips,  from the best I've ever had to big disappointments.  If you have eaten the LantChips varieties, there is no way that they are not the best as a group; the Kettle chips are rightly salted and I was so irritated by some Pringles products.  Kettle has good flavor but the small size and overwhelming oiliness takes away from the flavors.  All in all, its good to have choice--Amazon does not stock the LantChips all the time so there are some days that there is no choice.",past couple years eaten reviewed several kinds styles chips best ive ever big disappointments eaten lantchips varieties way best group kettle chips rightly salted irritated pringles products kettle good flavor small size overwhelming oiliness takes away flavors good choiceamazon stock lantchips time days choice
462,0.037,0.87,0.093,0.34,Positive,B000G6RYNE,A2MMTWKCJET6S,T. judy,0,0,4,1245110400,want to gaain twenty pounds with no control whatsoever? Buy this!,"these chips are good, and bad, and create moral dilemmas constantly. If wou are strong at will, or having a large BBQ go for it, but as for me, i was in the habit of bringing a new bag to work every three days, had to put in a lot of time on the treadmill to make up for it. BEWARE",chips good bad create moral dilemmas constantly wou strong large bbq go habit bringing new bag work every three days put lot time treadmill make beware
463,0.099,0.794,0.108,0.5983,Positive,B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,0,0,5,1245024000,One of Their Best Flavors,"Kettle Chips flavors can be hit or miss.  Some of their flavors are terrible.  But this is very simple and delicious.  Probably one of their best flavors.<br /><br />Pros: Thick, crunchy potato chips with light salt that doesn't compromise on taste, eco-friendly business that isn't just giving us lip service<br /><br />Cons: The occasional burnt chip and the bag is a pain to open.  They have a tab that you can pull down but most of the time I end up tearing down the entire side of the bag.  Use scissors instead.",kettle chips flavors hit miss flavors terrible simple delicious probably one best flavorsbr br pros thick crunchy potato chips light salt doesnt compromise taste ecofriendly business isnt giving us lip servicebr br cons occasional burnt chip bag pain open tab pull time end tearing entire side bag use scissors instead
464,0.019,0.868,0.113,0.8443,Positive,B000G6RYNE,A1E2Y40TTPL8YK,EJH,0,0,5,1244678400,Love these chips!,"We bought these chips at a little sandwich shop in Sonoma while we were on vacation. I wasn't sure what to expect by the package, and at first bite I didn't know what to think...and then all of the flavors hit!<br />Yum! They are a bit spicy, but nothing overpowering. Just lots of crunchy, sweet, spicy goodness. They aren't sold everywhere though, I'm still trying to find them somewhere close to where I live.",bought chips little sandwich shop sonoma vacation wasnt sure expect package first bite didnt know thinkand flavors hitbr yum bit spicy nothing overpowering lots crunchy sweet spicy goodness arent sold everywhere though im still trying find somewhere close live
465,0.0,0.838,0.162,0.7823,Positive,B000G6RYNE,A56JFSLUCHI4J,"Chi ""Who loves to find bargains and lives a g...",0,0,5,1237334400,Highly addicitive chips,"I have to admit that those chips are so good that they are highly addictive. I can't stop eating them!!! It's crunchy and seasoned at the right amount of flavor and salt. Just perfect!!! Believe me, some chips are so salty, I can't finish a small bag. But this one... I just keep on eating!",admit chips good highly addictive cant stop eating crunchy seasoned right amount flavor salt perfect believe chips salty cant finish small bag one keep eating
466,0.0,0.772,0.228,0.9606,Positive,B000G6RYNE,A1DW1FK1H3F2TM,EuReka,0,0,5,1231977600,These are AWESOME!,These are some of the best chips that I have ever had... They sure beat anything else out there and are even cooked in a way that is better for you than most other name brands. They are tangy and crisp and satisfy any craving at the time! These will be the only chips that I buy from now on and I thank amazon for letting me buy them online in bulk and save some money at the same time!,best chips ever sure beat anything else even cooked way better name brands tangy crisp satisfy craving time chips buy thank amazon letting buy online bulk save money time
467,0.009,0.845,0.147,0.9874,Positive,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,0,0,5,1231718400,"One bite and you'll become a ""chippoisseur""","I'm addicted to salty and tangy flavors, so when I opened my first bag of Sea Salt & Vinegar Kettle Brand chips I knew I had a perfect complement to my vegetable trays of cucumber, carrot, celery and cherry tomatoes. Skip the dip; balance the tangy chips by alternating bites of raw vegetable.<br /><br />As an Oregonian, I'm proud to share these delectable snacks with friends, especially those living outside our state and who haven't experienced gourmet chips. I tell them Kettle Brand does for potato chips what microbrews did for beer.<br /><br />Kettle Brand potato chips are unmistakable--a light gold color, rich flavor and amazing crunch. Kettle Brand chips are also a healthier snacking option than the major chip brands. Kettle Brand chips don't have trans fats, MSG or artificial flavors and colorings. The company also has a line of organic potato chips and all of their products are certified Kosher.<br /><br />I also recommend <a href=""http://www.amazon.com/gp/product/B000G6MBV4"">Kettle Chips Honey Dijon</a> and <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai</a>.<br /><br />Annette Solomon, a reporter for the Salem Statesman Journal recently noted that a glass of wine goes nicely with these chips. Solomon wrote, ""...you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi-sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over-powering them. Classically, a German-style Riesling fits these parameters perfectly.""",im addicted salty tangy flavors opened first bag sea salt vinegar kettle brand chips knew perfect complement vegetable trays cucumber carrot celery cherry tomatoes skip dip balance tangy chips alternating bites raw vegetablebr br oregonian im proud share delectable snacks friends especially living outside state havent experienced gourmet chips tell kettle brand potato chips microbrews beerbr br kettle brand potato chips unmistakablea light gold color rich flavor amazing crunch kettle brand chips also healthier snacking option major chip brands kettle brand chips dont trans fats msg artificial flavors colorings company also line organic potato chips products certified kosherbr br also recommend hrefhttpwwwamazoncomgpproductb000g6mbv4kettle chips honey dijona hrefhttpwwwamazoncomgpproductb000g6q4gmkettle chips spicy thaiabr br annette solomon reporter salem statesman journal recently noted glass wine goes nicely chips solomon wrote could missing wonderful pairing chips spicy would want select semisweet white wine also moderate amount acid subdue strong flavors ginger lime garlic cilantro without overpowering classically germanstyle riesling fits parameters perfectly
468,0.008,0.818,0.174,0.9926,Positive,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,0,0,5,1231718400,"Crunchy, salty, sweet...finally, a Superbowl snack that scooores!","These Honey Dijon chips bring a terrific balance of salty, tangy, sweet and crunchy. Other brands I've tried use too much mustard flavor, which overpowers the Honey Dijon pairing.<br /><br />These chips make a great side dish on a BBQ plate with baked beans, coleslaw or potato salad and grilled meat. Naturally, they also go down great with beer.<br /><br />As an Oregonian, I'm proud to share these delectable snacks with friends, especially those living outside our state and who haven't experienced gourmet chips. I tell them Kettle Brand does for potato chips what microbrews did for beer.<br /><br />Kettle Brand potato chips are unmistakable--a light gold color, rich flavor and amazing crunch. Kettle Brand chips are also a healthier snacking option than the major chip brands. Kettle Brand chips don't have trans fats, MSG or artificial flavors and colorings. The company also has a line of organic potato chips and all of their products are certified Kosher.<br /><br />I also recommend these other Kettle Chips flavors: <a href=""http://www.amazon.com/gp/product/B000G6MBUA"">Kettle Chips Sea Salt & Vinegar</a> and <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai</a>.<br /><br />Annette Solomon, a reporter for the Salem Statesman Journal recently noted that a glass of wine goes nicely with these chips. Solomon wrote, ""...you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi-sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over-powering them. Classically, a German-style Riesling fits these parameters perfectly.""",honey dijon chips bring terrific balance salty tangy sweet crunchy brands ive tried use much mustard flavor overpowers honey dijon pairingbr br chips make great side dish bbq plate baked beans coleslaw potato salad grilled meat naturally also go great beerbr br oregonian im proud share delectable snacks friends especially living outside state havent experienced gourmet chips tell kettle brand potato chips microbrews beerbr br kettle brand potato chips unmistakablea light gold color rich flavor amazing crunch kettle brand chips also healthier snacking option major chip brands kettle brand chips dont trans fats msg artificial flavors colorings company also line organic potato chips products certified kosherbr br also recommend kettle chips flavors hrefhttpwwwamazoncomgpproductb000g6mbuakettle chips sea salt vinegara hrefhttpwwwamazoncomgpproductb000g6q4gmkettle chips spicy thaiabr br annette solomon reporter salem statesman journal recently noted glass wine goes nicely chips solomon wrote could missing wonderful pairing chips spicy would want select semisweet white wine also moderate amount acid subdue strong flavors ginger lime garlic cilantro without overpowering classically germanstyle riesling fits parameters perfectly
